GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0046434,organophosphate catabolic process,biological_process,62,6011,0.8050150235483869,0.7261456054350357,0.35101318193895414,249152.5,1.9168731503667107e-06,high_c,3.0529282468225776e-05,4.515283402833736,5.717406625733586
GO:0035770,ribonucleoprotein granule,cellular_component,139,6011,0.7773289230215829,0.7261456054350357,0.23435937898182813,503747.0,2.248755116204399e-06,high_c,3.5489444379371244e-05,4.449900799887741,5.648057835569989
GO:0006694,steroid biosynthetic process,biological_process,34,6011,0.8253893055882353,0.7261456054350357,0.4676751075200032,149129.0,2.483633733940883e-06,high_c,3.884313659568804e-05,4.41068570792988,5.604912449983695
GO:0010494,cytoplasmic stress granule,cellular_component,101,6011,0.7839694335643563,0.7261456054350357,0.270985575714932,379332.0,2.913822143263232e-06,high_c,4.51120645474748e-05,4.345707297019808,5.53553696065
GO:0005984,disaccharide metabolic process,biological_process,21,6011,0.8487516133333335,0.7261456054350357,0.5901105016297004,100010.0,2.936441989553371e-06,high_c,4.51120645474748e-05,4.345707297019808,5.532178574376862
GO:0036464,cytoplasmic ribonucleoprotein granule,cellular_component,138,6011,0.776759697826087,0.7261456054350357,0.23081307975332943,498771.0,3.4552373028060607e-06,high_c,5.261659611992387e-05,4.278877250779959,5.46152212028396
GO:0016126,sterol biosynthetic process,biological_process,33,6011,0.8252661166666666,0.7261456054350357,0.4658495290813791,144587.0,3.8011534382612495e-06,high_c,5.7380890163665465e-05,4.241232718722135,5.420084599208997
GO:0043021,ribonucleoprotein complex binding,molecular_function,86,6011,0.7939205859302326,0.7261456054350357,0.28898832303012467,328402.0,4.063653329297586e-06,high_c,6.0814673962591455e-05,4.215991617239258,5.3910833488528125
GO:0009124,nucleoside monophosphate biosynthetic process,biological_process,41,6011,0.8051023668292684,0.7261456054350357,0.4154022143236509,173224.0,4.414072161891701e-06,high_c,6.54942672909743e-05,4.183796712112858,5.355160571207169
GO:0006006,glucose metabolic process,biological_process,30,6011,0.831918482,0.7261456054350357,0.4846792621077858,133198.0,4.51497498705361e-06,high_c,6.642369980953447e-05,4.177676937799446,5.345344651333794
GO:0003924,GTPase activity,molecular_function,85,6011,0.7953659734117648,0.7261456054350357,0.28762978698060393,324296.0,5.113457628880359e-06,high_c,7.459632305660759e-05,4.127282578902411,5.291285338350353
GO:0006458,'de novo' protein folding,biological_process,16,6011,0.8607435106250001,0.7261456054350357,0.6572560467055879,79482.0,5.439307333748939e-06,high_c,7.868864609490131e-05,4.104087927031728,5.264456401824576
GO:1902600,proton transmembrane transport,biological_process,81,6011,0.7928329628395062,0.7261456054350357,0.2935731684466929,310671.0,5.493418905876309e-06,high_c,7.881467124463862e-05,4.103392931653639,5.260157282177662
GO:0072523,purine-containing compound catabolic process,biological_process,41,6011,0.8135184512195122,0.7261456054350357,0.40922498672222907,172468.0,6.108501874168482e-06,high_c,8.692097748816791e-05,4.060875398373942,5.214065288539667
GO:0005996,monosaccharide metabolic process,biological_process,58,6011,0.8038647536206898,0.7261456054350357,0.3422933670070727,231729.5,7.0255904032658855e-06,high_c,9.915792634202908e-05,4.003672564070723,5.153317173471798
GO:0005839,proteasome core complex,cellular_component,15,6011,0.8613852913333333,0.7261456054350357,0.6687791861240828,75045.0,7.4552551749689725e-06,high_c,0.00010437357244956561,3.9814094514510106,5.127537487129248
GO:0042802,identical protein binding,molecular_function,191,6011,0.7735213579581153,0.7261456054350357,0.18990662276677273,661362.0,7.724702977939446e-06,high_c,0.00010728067495762303,3.9694785027790425,5.1121182106114595
GO:0008202,steroid metabolic process,biological_process,47,6011,0.8080548317021277,0.7261456054350357,0.37289695620531704,192417.0,1.032980219987575e-05,high_c,0.0001423217191982881,3.8467288187618194,4.985907994484729
GO:0015926,glucosidase activity,molecular_function,31,6011,0.8295293974193548,0.7261456054350357,0.4580968820800517,135151.0,1.0534473758020793e-05,high_c,0.00014399879089704013,3.8416411544946674,4.977387154379183
